-0.98	0.4892235294
-0.96	0.5074823529
-0.94	0.5253647059
-0.92	0.5428705882
-0.9	0.56
-0.88	0.5767529412
-0.86	0.5931294118
-0.84	0.6091294118
-0.82	0.6247529412
-0.8	0.64
-0.78	0.6548705882
-0.76	0.6693647059
-0.74	0.6834823529
-0.72	0.6972235294
-0.7	0.7105882353
-0.68	0.7235764706
-0.66	0.7361882353
-0.64	0.7484235294
-0.62	0.7602823529
-0.6	0.7717647059
-0.58	0.7828705882
-0.56	0.7936
-0.54	0.8039529412
-0.52	0.8139294118
-0.5	0.8235294118
-0.48	0.8327529412
-0.46	0.8416
-0.44	0.8500705882
-0.42	0.8581647059
-0.4	0.8658823529
-0.38	0.8732235294
-0.36	0.8801882353
-0.34	0.8867764706
-0.32	0.8929882353
-0.3	0.8988235294
-0.28	0.9042823529
-0.26	0.9093647059
-0.24	0.9140705882
-0.22	0.9184
-0.2	0.9223529412
-0.18	0.9259294118
-0.16	0.9291294118
-0.14	0.9319529412
-0.12	0.9344
-0.1	0.9364705882
-0.08	0.9381647059
-0.06	0.9394823529
-0.04	0.9404235294
-0.02	0.9409882353
6.175615574e-16	0.9411764706
0.02	0.9409882353
0.04	0.9404235294
0.06	0.9394823529
0.08	0.9381647059
0.1	0.9364705882
0.12	0.9344
0.14	0.9319529412
0.16	0.9291294118
0.18	0.9259294118
0.2	0.9223529412
0.22	0.9184
0.24	0.9140705882
0.26	0.9093647059
0.28	0.9042823529
0.3	0.8988235294
0.32	0.8929882353
0.34	0.8867764706
0.36	0.8801882353
0.38	0.8732235294
0.4	0.8658823529
0.42	0.8581647059
0.44	0.8500705882
0.46	0.8416
0.48	0.8327529412
0.5	0.8235294118
0.52	0.8139294118
0.54	0.8039529412
0.56	0.7936
0.58	0.7828705882
0.6	0.7717647059
0.62	0.7602823529
0.64	0.7484235294
0.66	0.7361882353
0.68	0.7235764706
0.7	0.7105882353
0.72	0.6972235294
0.74	0.6834823529
0.76	0.6693647059
0.78	0.6548705882
0.8	0.64
0.82	0.6247529412
0.84	0.6091294118
0.86	0.5931294118
0.88	0.5767529412
0.9	0.56
0.92	0.5428705882
0.94	0.5253647059
0.96	0.5074823529
0.98	0.4892235294
1	0.4705882353
