-0.98	0.5101281606
-0.96	0.5209803847
-0.94	0.5317606043
-0.92	0.5425300805
-0.9	0.553341338
-0.88	0.5642386397
-0.86	0.5752584529
-0.84	0.5864299033
-0.82	0.5977752199
-0.8	0.6093101698
-0.78	0.6210444821
-0.76	0.6329822617
-0.74	0.6451223936
-0.72	0.6574589361
-0.7	0.6699815043
-0.68	0.6826756431
-0.66	0.69552319
-0.64	0.7085026281
-0.62	0.7215894282
-0.6	0.7347563813
-0.58	0.7479739203
-0.56	0.761210432
-0.54	0.7744325587
-0.52	0.7876054894
-0.5	0.8006932409
-0.48	0.8136589287
-0.46	0.8264650278
-0.44	0.839073623
-0.42	0.8514466492
-0.4	0.8635461213
-0.38	0.8753343542
-0.36	0.8867741721
-0.34	0.8978291079
-0.32	0.9084635925
-0.3	0.9186431334
-0.28	0.9283344837
-0.26	0.9375058
-0.24	0.9461267914
-0.22	0.9541688569
-0.2	0.9616052132
-0.18	0.9684110126
-0.16	0.9745634502
-0.14	0.9800418608
-0.12	0.984827806
-0.1	0.9889051508
-0.08	0.9922601301
-0.06	0.994881405
-0.04	0.9967601083
-0.02	0.9978898812
6.175615574e-16	0.9982668977
0.02	0.9978898812
0.04	0.9967601083
0.06	0.994881405
0.08	0.9922601301
0.1	0.9889051508
0.12	0.984827806
0.14	0.9800418608
0.16	0.9745634502
0.18	0.9684110126
0.2	0.9616052132
0.22	0.9541688569
0.24	0.9461267914
0.26	0.9375058
0.28	0.9283344837
0.3	0.9186431334
0.32	0.9084635925
0.34	0.8978291079
0.36	0.8867741721
0.38	0.8753343542
0.4	0.8635461213
0.42	0.8514466492
0.44	0.839073623
0.46	0.8264650278
0.48	0.8136589287
0.5	0.8006932409
0.52	0.7876054894
0.54	0.7744325587
0.56	0.761210432
0.58	0.7479739203
0.6	0.7347563813
0.62	0.7215894282
0.64	0.7085026281
0.66	0.69552319
0.68	0.6826756431
0.7	0.6699815043
0.72	0.6574589361
0.74	0.6451223936
0.76	0.6329822617
0.78	0.6210444821
0.8	0.6093101698
0.82	0.5977752199
0.84	0.5864299033
0.86	0.5752584529
0.88	0.5642386397
0.9	0.553341338
0.92	0.5425300805
0.94	0.5317606043
0.96	0.5209803847
0.98	0.5101281606
1	0.4991334489
